"","date","county","state","cases","deaths","Tweet_count"
"10090","2020-09-04","manatee","florida",10601,266,0
"10091","2020-09-04","marion","florida",8738,209,0
"10092","2020-09-04","martin","florida",4530,120,0
"10093","2020-09-04","miamidade","florida",160468,2632,11
"10094","2020-09-04","monroe","florida",1754,16,4
"10095","2020-09-04","nassau","florida",1777,22,0
"10096","2020-09-04","okaloosa","florida",4327,83,2
"10097","2020-09-04","okeechobee","florida",1271,20,0
"10098","2020-09-04","orange","florida",36826,385,7
"10099","2020-09-04","osceola","florida",11406,133,0
"10100","2020-09-04","palmbeach","florida",42760,1160,2
"10101","2020-09-04","pasco","florida",8230,183,1
"10102","2020-09-04","pinellas","florida",20259,669,1
"10103","2020-09-04","polk","florida",17566,464,1
"10104","2020-09-04","putnam","florida",1829,38,0
"10105","2020-09-04","santarosa","florida",4845,59,0
"10106","2020-09-04","sarasota","florida",7338,216,0
"10107","2020-09-04","seminole","florida",8299,177,0
"10108","2020-09-04","st.johns","florida",4535,60,0
"10109","2020-09-04","st.lucie","florida",7234,243,0
"10110","2020-09-04","sumter","florida",1985,55,0
"10111","2020-09-04","suwannee","florida",2490,63,0
"10112","2020-09-04","taylor","florida",1217,10,0
"10113","2020-09-04","union","florida",644,5,0
"10114","2020-09-04","unknown","florida",1089,0,0
"10115","2020-09-04","volusia","florida",9648,196,1
"10116","2020-09-04","wakulla","florida",942,8,0
"10117","2020-09-04","walton","florida",1703,20,0
"10118","2020-09-04","washington","florida",1024,17,0
"10119","2020-09-04","appling","georgia",920,23,0
"10120","2020-09-04","atkinson","georgia",416,3,0
"10121","2020-09-04","bacon","georgia",533,10,0
"10122","2020-09-04","baker","georgia",71,3,0
"10123","2020-09-04","baldwin","georgia",1765,52,0
"10124","2020-09-04","banks","georgia",395,6,0
"10125","2020-09-04","barrow","georgia",1857,41,0
"10126","2020-09-04","bartow","georgia",2520,73,0
"10127","2020-09-04","benhill","georgia",650,16,0
"10128","2020-09-04","berrien","georgia",404,9,0
"10129","2020-09-04","bibb","georgia",5486,131,0
"10130","2020-09-04","bleckley","georgia",375,17,0
"10131","2020-09-04","brantley","georgia",315,8,0
"10132","2020-09-04","brooks","georgia",483,22,0
"10133","2020-09-04","bryan","georgia",891,9,0
"10134","2020-09-04","bulloch","georgia",2299,22,0
"10135","2020-09-04","burke","georgia",683,9,0
"10136","2020-09-04","butts","georgia",571,41,0
"10137","2020-09-04","calhoun","georgia",228,7,0
"10138","2020-09-04","camden","georgia",1071,7,0
"10139","2020-09-04","candler","georgia",367,16,0
"10140","2020-09-04","carroll","georgia",2404,63,0
"10141","2020-09-04","catoosa","georgia",914,16,0
"10142","2020-09-04","charlton","georgia",580,6,0
"10143","2020-09-04","chatham","georgia",7282,130,0
"10144","2020-09-04","chattahoochee","georgia",1376,2,0
"10145","2020-09-04","chattooga","georgia",615,6,0
"10146","2020-09-04","cherokee","georgia",5095,80,0
"10147","2020-09-04","clarke","georgia",3410,32,0
"10148","2020-09-04","clay","georgia",114,2,0
"10149","2020-09-04","clayton","georgia",6618,146,0
"10150","2020-09-04","clinch","georgia",306,4,0
"10151","2020-09-04","cobb","georgia",17479,401,1
"10152","2020-09-04","coffee","georgia",1845,38,0
"10153","2020-09-04","colquitt","georgia",1804,27,0
"10154","2020-09-04","columbia","georgia",3266,46,0
"10155","2020-09-04","cook","georgia",517,11,0
"10156","2020-09-04","coweta","georgia",2308,31,0
"10157","2020-09-04","crawford","georgia",154,3,0
"10158","2020-09-04","crisp","georgia",480,15,0
"10159","2020-09-04","dade","georgia",214,4,0
"10160","2020-09-04","dawson","georgia",711,7,0
"10161","2020-09-04","decatur","georgia",1012,22,0
"10162","2020-09-04","dekalb","georgia",16900,311,6
"10163","2020-09-04","dodge","georgia",344,7,0
"10164","2020-09-04","dooly","georgia",292,14,0
"10165","2020-09-04","dougherty","georgia",3001,180,0
"10166","2020-09-04","douglas","georgia",3227,67,0
"10167","2020-09-04","early","georgia",423,32,0
"10168","2020-09-04","echols","georgia",238,2,0
"10169","2020-09-04","effingham","georgia",1140,18,0
"10170","2020-09-04","elbert","georgia",512,1,0
"10171","2020-09-04","emanuel","georgia",810,22,0
"10172","2020-09-04","evans","georgia",380,5,0
"10173","2020-09-04","fannin","georgia",484,8,0
"10174","2020-09-04","fayette","georgia",1613,40,0
"10175","2020-09-04","floyd","georgia",2446,34,0
"10176","2020-09-04","forsyth","georgia",3281,36,0
"10177","2020-09-04","franklin","georgia",596,11,0
"10178","2020-09-04","fulton","georgia",25439,535,12
"10179","2020-09-04","gilmer","georgia",763,9,0
"10180","2020-09-04","glascock","georgia",35,2,0
"10181","2020-09-04","glynn","georgia",3141,78,0
"10182","2020-09-04","gordon","georgia",1577,31,0
"10183","2020-09-04","grady","georgia",686,15,0
"10184","2020-09-04","greene","georgia",465,20,0
"10185","2020-09-04","gwinnett","georgia",24870,351,0
"10186","2020-09-04","habersham","georgia",1390,65,0
"10187","2020-09-04","hall","georgia",8023,130,1
"10188","2020-09-04","hancock","georgia",368,39,0
"10189","2020-09-04","haralson","georgia",350,8,0
"10190","2020-09-04","harris","georgia",737,21,0
"10191","2020-09-04","hart","georgia",431,11,0
"10192","2020-09-04","heard","georgia",176,5,0
"10193","2020-09-04","henry","georgia",4529,84,0
"10194","2020-09-04","houston","georgia",2735,71,0
"10195","2020-09-04","irwin","georgia",233,4,0
"10196","2020-09-04","jackson","georgia",1609,27,0
"10197","2020-09-04","jasper","georgia",192,4,0
"10198","2020-09-04","jeffdavis","georgia",659,12,0
"10199","2020-09-04","jefferson","georgia",700,19,0
"10200","2020-09-04","jenkins","georgia",342,25,0
"10201","2020-09-04","johnson","georgia",353,14,0
"10202","2020-09-04","jones","georgia",475,4,0
"10203","2020-09-04","lamar","georgia",328,16,0
"10204","2020-09-04","lanier","georgia",275,5,0
"10205","2020-09-04","laurens","georgia",1379,50,0
"10206","2020-09-04","lee","georgia",641,25,0
"10207","2020-09-04","liberty","georgia",945,18,0
"10208","2020-09-04","lincoln","georgia",200,7,0
"10209","2020-09-04","long","georgia",191,3,0
"10210","2020-09-04","lowndes","georgia",3565,72,0
"10211","2020-09-04","lumpkin","georgia",772,12,0
"10212","2020-09-04","macon","georgia",211,10,0
"10213","2020-09-04","madison","georgia",554,8,0
"10214","2020-09-04","marion","georgia",178,6,0
"10215","2020-09-04","mcduffie","georgia",528,13,0
"10216","2020-09-04","mcintosh","georgia",261,6,0
"10217","2020-09-04","meriwether","georgia",499,11,0
"10218","2020-09-04","miller","georgia",222,1,0
"10219","2020-09-04","mitchell","georgia",721,45,0
"10220","2020-09-04","monroe","georgia",601,43,1
"10221","2020-09-04","montgomery","georgia",236,3,0
"10222","2020-09-04","morgan","georgia",429,2,0
"10223","2020-09-04","murray","georgia",725,4,0
"10224","2020-09-04","muscogee","georgia",5580,146,0
"10225","2020-09-04","newton","georgia",2371,63,0
"10226","2020-09-04","oconee","georgia",593,20,0
"10227","2020-09-04","oglethorpe","georgia",286,11,0
"10228","2020-09-04","paulding","georgia",2403,39,0
"10229","2020-09-04","peach","georgia",578,18,0
"10230","2020-09-04","pickens","georgia",533,7,0
"10231","2020-09-04","pierce","georgia",532,14,0
"10232","2020-09-04","pike","georgia",287,8,0
"10233","2020-09-04","polk","georgia",1265,16,0
"10234","2020-09-04","pulaski","georgia",238,8,0
"10235","2020-09-04","putnam","georgia",634,20,0
"10236","2020-09-04","quitman","georgia",31,1,0
"10237","2020-09-04","rabun","georgia",293,6,0
"10238","2020-09-04","randolph","georgia",318,27,0
"10239","2020-09-04","richmond","georgia",6191,137,1
"10240","2020-09-04","rockdale","georgia",1695,33,0
"10241","2020-09-04","schley","georgia",96,2,0
"10242","2020-09-04","screven","georgia",305,9,0
"10243","2020-09-04","seminole","georgia",303,8,0
"10244","2020-09-04","spalding","georgia",1202,54,0
"10245","2020-09-04","stephens","georgia",882,28,0
"10246","2020-09-04","stewart","georgia",373,11,0
"10247","2020-09-04","sumter","georgia",877,60,0
"10248","2020-09-04","talbot","georgia",155,5,0
"10249","2020-09-04","taliaferro","georgia",19,0,0
"10250","2020-09-04","tattnall","georgia",704,7,0
"10251","2020-09-04","taylor","georgia",163,7,0
"10252","2020-09-04","telfair","georgia",355,13,0
"10253","2020-09-04","terrell","georgia",321,31,0
"10254","2020-09-04","thomas","georgia",1446,54,0
"10255","2020-09-04","tift","georgia",1560,51,0
"10256","2020-09-04","toombs","georgia",1128,28,0
"10257","2020-09-04","towns","georgia",221,6,0
"10258","2020-09-04","treutlen","georgia",225,5,0
"10259","2020-09-04","troup","georgia",2634,89,0
"10260","2020-09-04","turner","georgia",281,21,0
"10261","2020-09-04","twiggs","georgia",168,7,0
"10262","2020-09-04","union","georgia",511,14,0
"10263","2020-09-04","unknown","georgia",2505,3,0
"10264","2020-09-04","upson","georgia",672,58,0
"10265","2020-09-04","walker","georgia",1107,24,0
"10266","2020-09-04","walton","georgia",1562,48,0
"10267","2020-09-04","ware","georgia",1367,46,0
"10268","2020-09-04","warren","georgia",123,5,0
"10269","2020-09-04","washington","georgia",619,6,0
"10270","2020-09-04","wayne","georgia",998,26,0
"10271","2020-09-04","webster","georgia",40,2,0
"10272","2020-09-04","wheeler","georgia",154,8,0
"10273","2020-09-04","white","georgia",571,14,0
"10274","2020-09-04","whitfield","georgia",4079,55,0
"10275","2020-09-04","wilcox","georgia",226,20,0
"10276","2020-09-04","wilkes","georgia",231,3,0
"10277","2020-09-04","wilkinson","georgia",295,17,0
"10278","2020-09-04","worth","georgia",511,29,0
"10279","2020-09-04","unknown","guam",2588,15,0
"10280","2020-09-04","hawaii","hawaii",469,3,0
"10281","2020-09-04","hawaiʻi","hawaii",0,0,1
"10282","2020-09-04","honolulu","hawaii",8575,69,7
"10283","2020-09-04","kauai","hawaii",57,0,0
"10284","2020-09-04","maui","hawaii",347,8,3
"10285","2020-09-04","ada","idaho",11481,129,0
"10286","2020-09-04","adams","idaho",25,1,0
"10287","2020-09-04","bannock","idaho",798,4,0
"10288","2020-09-04","bearlake","idaho",40,0,0
"10289","2020-09-04","benewah","idaho",121,2,0
"10290","2020-09-04","bingham","idaho",627,8,0
"10291","2020-09-04","blaine","idaho",606,6,0
"10292","2020-09-04","boise","idaho",63,1,0
"10293","2020-09-04","bonner","idaho",233,0,0
"10294","2020-09-04","bonneville","idaho",1943,12,0
"10295","2020-09-04","boundary","idaho",45,1,0
"10296","2020-09-04","butte","idaho",27,0,0
"10297","2020-09-04","camas","idaho",4,0,0
"10298","2020-09-04","canyon","idaho",7392,85,0
"10299","2020-09-04","caribou","idaho",47,0,0
"10300","2020-09-04","cassia","idaho",587,4,0
"10301","2020-09-04","clark","idaho",21,0,0
"10302","2020-09-04","clearwater","idaho",22,0,0
"10303","2020-09-04","custer","idaho",43,0,0
"10304","2020-09-04","elmore","idaho",296,3,0
"10305","2020-09-04","franklin","idaho",66,0,0
"10306","2020-09-04","fremont","idaho",121,2,0
"10307","2020-09-04","gem","idaho",231,2,0
"10308","2020-09-04","gooding","idaho",241,0,0
"10309","2020-09-04","idaho","idaho",44,0,0
"10310","2020-09-04","jefferson","idaho",372,1,0
"10311","2020-09-04","jerome","idaho",624,6,0
"10312","2020-09-04","kootenai","idaho",2243,30,0
"10313","2020-09-04","latah","idaho",257,0,0
"10314","2020-09-04","lemhi","idaho",72,0,0
"10315","2020-09-04","lewis","idaho",9,0,0
"10316","2020-09-04","lincoln","idaho",73,0,0
"10317","2020-09-04","madison","idaho",270,0,0
"10318","2020-09-04","minidoka","idaho",569,4,0
"10319","2020-09-04","nezperce","idaho",324,19,0
"10320","2020-09-04","oneida","idaho",22,0,0
"10321","2020-09-04","owyhee","idaho",311,5,0
"10322","2020-09-04","payette","idaho",718,4,0
"10323","2020-09-04","power","idaho",162,0,0
"10324","2020-09-04","shoshone","idaho",201,16,0
"10325","2020-09-04","teton","idaho",133,0,0
"10326","2020-09-04","twinfalls","idaho",1759,36,0
"10327","2020-09-04","valley","idaho",85,1,0
"10328","2020-09-04","washington","idaho",300,4,0
"10329","2020-09-04","adams","illinois",805,9,0
"10330","2020-09-04","alexander","illinois",47,1,0
"10331","2020-09-04","bond","illinois",191,4,0
"10332","2020-09-04","boone","illinois",898,23,0
"10333","2020-09-04","brown","illinois",24,0,0
"10334","2020-09-04","bureau","illinois",429,9,0
"10335","2020-09-04","calhoun","illinois",32,0,0
"10336","2020-09-04","carroll","illinois",146,4,0
"10337","2020-09-04","cass","illinois",332,11,0
"10338","2020-09-04","champaign","illinois",3225,20,0
"10339","2020-09-04","christian","illinois",264,7,0
"10340","2020-09-04","clark","illinois",120,2,0
"10341","2020-09-04","clay","illinois",108,0,0
"10342","2020-09-04","clinton","illinois",809,17,0
"10343","2020-09-04","coles","illinois",1094,23,0
"10344","2020-09-04","cook","illinois",129545,5086,10
"10345","2020-09-04","crawford","illinois",111,1,0
"10346","2020-09-04","cumberland","illinois",154,4,0
"10347","2020-09-04","dekalb","illinois",1237,36,0
"10348","2020-09-04","dewitt","illinois",52,1,0
"10349","2020-09-04","douglas","illinois",235,5,0
"10350","2020-09-04","dupage","illinois",15109,536,2
"10351","2020-09-04","edgar","illinois",93,2,0
"10352","2020-09-04","edwards","illinois",45,0,0
"10353","2020-09-04","effingham","illinois",616,1,0
"10354","2020-09-04","fayette","illinois",196,3,0
"10355","2020-09-04","ford","illinois",77,3,0
"10356","2020-09-04","franklin","illinois",377,1,0
"10357","2020-09-04","fulton","illinois",99,0,0
"10358","2020-09-04","gallatin","illinois",65,2,0
"10359","2020-09-04","greene","illinois",152,1,0
"10360","2020-09-04","grundy","illinois",526,5,0
"10361","2020-09-04","hamilton","illinois",47,0,0
"10362","2020-09-04","hancock","illinois",155,2,0
"10363","2020-09-04","hardin","illinois",20,0,0
"10364","2020-09-04","henderson","illinois",51,0,0
"10365","2020-09-04","henry","illinois",514,2,0
"10366","2020-09-04","iroquois","illinois",316,19,0
"10367","2020-09-04","jackson","illinois",1021,22,0
"10368","2020-09-04","jasper","illinois",155,7,0
"10369","2020-09-04","jefferson","illinois",479,35,0
"10370","2020-09-04","jersey","illinois",315,6,0
"10371","2020-09-04","jodaviess","illinois",190,2,0
"10372","2020-09-04","johnson","illinois",122,0,0
"10373","2020-09-04","kane","illinois",11623,317,0
"10374","2020-09-04","kankakee","illinois",2420,72,0
"10375","2020-09-04","kendall","illinois",1762,26,0
"10376","2020-09-04","knox","illinois",483,3,0
"10377","2020-09-04","lake","illinois",15012,471,1
"10378","2020-09-04","lasalle","illinois",1357,52,0
"10379","2020-09-04","lawrence","illinois",175,0,0
"10380","2020-09-04","lee","illinois",268,1,0
"10381","2020-09-04","livingston","illinois",224,4,0
"10382","2020-09-04","logan","illinois",306,1,0
"10383","2020-09-04","macon","illinois",1072,28,0
"10384","2020-09-04","macoupin","illinois",388,6,0
"10385","2020-09-04","madison","illinois",4380,105,0
"10386","2020-09-04","marion","illinois",311,0,0
"10387","2020-09-04","marshall","illinois",53,0,0
"10388","2020-09-04","mason","illinois",95,1,0
"10389","2020-09-04","massac","illinois",70,1,0
"10390","2020-09-04","mcdonough","illinois",278,15,0
"10391","2020-09-04","mchenry","illinois",4078,118,0
"10392","2020-09-04","mclean","illinois",2454,17,1
"10393","2020-09-04","menard","illinois",77,0,0
"10394","2020-09-04","mercer","illinois",114,5,0
"10395","2020-09-04","monroe","illinois",499,14,0
"10396","2020-09-04","montgomery","illinois",263,9,0
"10397","2020-09-04","morgan","illinois",575,21,0
"10398","2020-09-04","moultrie","illinois",178,3,0
"10399","2020-09-04","ogle","illinois",534,5,0
"10400","2020-09-04","peoria","illinois",2548,41,0
"10401","2020-09-04","perry","illinois",306,11,0
"10402","2020-09-04","piatt","illinois",92,0,0
"10403","2020-09-04","pike","illinois",78,0,0
"10404","2020-09-04","pope","illinois",22,1,0
"10405","2020-09-04","pulaski","illinois",136,1,0
"10406","2020-09-04","putnam","illinois",21,0,0
"10407","2020-09-04","randolph","illinois",783,7,0
"10408","2020-09-04","richland","illinois",76,4,0
"10409","2020-09-04","rockisland","illinois",2378,68,0
"10410","2020-09-04","saline","illinois",176,3,0
"10411","2020-09-04","sangamon","illinois",1954,40,2
"10412","2020-09-04","schuyler","illinois",30,0,0
"10413","2020-09-04","scott","illinois",49,0,0
"10414","2020-09-04","shelby","illinois",242,3,0
"10415","2020-09-04","st.clair","illinois",6167,175,0
"10416","2020-09-04","stark","illinois",37,1,0
"10417","2020-09-04","stephenson","illinois",395,6,0
"10418","2020-09-04","tazewell","illinois",1209,12,0
"10419","2020-09-04","union","illinois",442,24,0
"10420","2020-09-04","unknown","illinois",1863,219,0
"10421","2020-09-04","vermilion","illinois",385,4,0
"10422","2020-09-04","wabash","illinois",120,1,0
"10423","2020-09-04","warren","illinois",270,1,0
"10424","2020-09-04","washington","illinois",126,1,0
"10425","2020-09-04","wayne","illinois",125,2,0
"10426","2020-09-04","white","illinois",139,0,0
"10427","2020-09-04","whiteside","illinois",586,19,0
"10428","2020-09-04","will","illinois",12107,363,0
"10429","2020-09-04","williamson","illinois",1017,16,0
"10430","2020-09-04","winnebago","illinois",4422,152,0
"10431","2020-09-04","woodford","illinois",305,4,0
"10432","2020-09-04","adams","indiana",193,4,0
"10433","2020-09-04","allen","indiana",5212,192,1
"10434","2020-09-04","bartholomew","indiana",1095,58,0
"10435","2020-09-04","benton","indiana",84,0,0
"10436","2020-09-04","blackford","indiana",85,2,0
"10437","2020-09-04","boone","indiana",893,49,0
"10438","2020-09-04","brown","indiana",91,2,0
"10439","2020-09-04","carroll","indiana",259,13,0
"10440","2020-09-04","cass","indiana",1888,10,0
"10441","2020-09-04","clark","indiana",1848,60,0
"10442","2020-09-04","clay","indiana",246,5,0
"10443","2020-09-04","clinton","indiana",566,14,0
"10444","2020-09-04","crawford","indiana",72,1,0
"10445","2020-09-04","daviess","indiana",531,26,0
"10446","2020-09-04","dearborn","indiana",590,30,0
"10447","2020-09-04","decatur","indiana",447,38,0
"10448","2020-09-04","dekalb","indiana",362,8,0
"10449","2020-09-04","delaware","indiana",1455,58,1
"10450","2020-09-04","dubois","indiana",863,17,0
"10451","2020-09-04","elkhart","indiana",5838,103,0
"10452","2020-09-04","fayette","indiana",447,10,0
"10453","2020-09-04","floyd","indiana",1115,60,0
"10454","2020-09-04","fountain","indiana",101,2,0
"10455","2020-09-04","franklin","indiana",289,26,0
"10456","2020-09-04","fulton","indiana",210,2,0
"10457","2020-09-04","gibson","indiana",337,4,0
"10458","2020-09-04","grant","indiana",1022,34,0
"10459","2020-09-04","greene","indiana",379,38,0
"10460","2020-09-04","hamilton","indiana",4132,116,1
"10461","2020-09-04","hancock","indiana",851,44,0
"10462","2020-09-04","harrison","indiana",506,26,0
"10463","2020-09-04","hendricks","indiana",2445,130,0
"10464","2020-09-04","henry","indiana",649,22,0
"10465","2020-09-04","howard","indiana",1139,65,0
"10466","2020-09-04","huntington","indiana",179,3,0
"10467","2020-09-04","jackson","indiana",717,10,0
"10468","2020-09-04","jasper","indiana",337,2,0
"10469","2020-09-04","jay","indiana",144,0,0
"10470","2020-09-04","jefferson","indiana",218,3,0
"10471","2020-09-04","jennings","indiana",284,14,0
"10472","2020-09-04","johnson","indiana",2103,131,0
"10473","2020-09-04","knox","indiana",371,6,0
"10474","2020-09-04","kosciusko","indiana",1090,19,0
"10475","2020-09-04","lagrange","indiana",614,11,0
"10476","2020-09-04","lake","indiana",9406,316,0
"10477","2020-09-04","laporte","indiana",1216,35,0
"10478","2020-09-04","lawrence","indiana",471,29,0
"10479","2020-09-04","madison","indiana",1390,85,0
"10480","2020-09-04","marion","indiana",19123,801,2
"10481","2020-09-04","marshall","indiana",916,23,0
"10482","2020-09-04","martin","indiana",125,0,0
"10483","2020-09-04","miami","indiana",344,2,0
"10484","2020-09-04","monroe","indiana",1308,40,0
"10485","2020-09-04","montgomery","indiana",457,22,0
"10486","2020-09-04","morgan","indiana",622,38,0
"10487","2020-09-04","newton","indiana",150,11,0
"10488","2020-09-04","noble","indiana",829,32,0
"10489","2020-09-04","ohio","indiana",74,7,0
"10490","2020-09-04","orange","indiana",254,26,0
"10491","2020-09-04","owen","indiana",155,2,0
"10492","2020-09-04","parke","indiana",87,2,0
"10493","2020-09-04","perry","indiana",208,15,0
"10494","2020-09-04","pike","indiana",110,1,0
"10495","2020-09-04","porter","indiana",1805,44,1
"10496","2020-09-04","posey","indiana",225,1,0
"10497","2020-09-04","pulaski","indiana",105,1,0
"10498","2020-09-04","putnam","indiana",453,8,0
"10499","2020-09-04","randolph","indiana",216,7,0
"10500","2020-09-04","ripley","indiana",252,8,0
"10501","2020-09-04","rush","indiana",178,4,0
"10502","2020-09-04","saintjoseph","indiana",0,0,1
"10503","2020-09-04","scott","indiana",326,12,0
"10504","2020-09-04","shelby","indiana",1091,36,0
"10505","2020-09-04","spencer","indiana",171,3,0
"10506","2020-09-04","st.joseph","indiana",5355,100,0
"10507","2020-09-04","starke","indiana",217,8,0
"10508","2020-09-04","steuben","indiana",302,5,0
"10509","2020-09-04","sullivan","indiana",305,9,0
"10510","2020-09-04","switzerland","indiana",66,0,0
"10511","2020-09-04","tippecanoe","indiana",1693,14,0
"10512","2020-09-04","tipton","indiana",201,24,0
"10513","2020-09-04","union","indiana",88,0,0
"10514","2020-09-04","vanderburgh","indiana",2690,21,0
"10515","2020-09-04","vermillion","indiana",105,0,0
"10516","2020-09-04","vigo","indiana",1455,18,0
"10517","2020-09-04","wabash","indiana",225,6,0
"10518","2020-09-04","warren","indiana",39,1,0
"10519","2020-09-04","warrick","indiana",819,33,0
"10520","2020-09-04","washington","indiana",239,1,0
"10521","2020-09-04","wayne","indiana",938,10,0
"10522","2020-09-04","wells","indiana",233,2,0
"10523","2020-09-04","white","indiana",455,13,0
"10524","2020-09-04","whitley","indiana",222,6,0
"10525","2020-09-04","adair","iowa",49,1,0
"10526","2020-09-04","adams","iowa",23,0,0
"10527","2020-09-04","allamakee","iowa",186,5,0
"10528","2020-09-04","appanoose","iowa",90,3,0
"10529","2020-09-04","audubon","iowa",40,1,0
"10530","2020-09-04","benton","iowa",217,1,0
"10531","2020-09-04","blackhawk","iowa",3950,78,0
"10532","2020-09-04","boone","iowa",362,4,0
"10533","2020-09-04","bremer","iowa",370,7,0
"10534","2020-09-04","buchanan","iowa",184,1,0
"10535","2020-09-04","buenavista","iowa",1853,12,0
"10536","2020-09-04","butler","iowa",219,2,0
"10537","2020-09-04","calhoun","iowa",132,2,0
"10538","2020-09-04","carroll","iowa",459,3,0
"10539","2020-09-04","cass","iowa",118,2,0
"10540","2020-09-04","cedar","iowa",172,1,0
"10541","2020-09-04","cerrogordo","iowa",870,20,0
"10542","2020-09-04","cherokee","iowa",146,2,0
"10543","2020-09-04","chickasaw","iowa",121,0,0
"10544","2020-09-04","clarke","iowa",244,3,0
"10545","2020-09-04","clay","iowa",241,3,0
"10546","2020-09-04","clayton","iowa",189,3,0
"10547","2020-09-04","clinton","iowa",907,13,0
"10548","2020-09-04","crawford","iowa",863,3,0
"10549","2020-09-04","dallas","iowa",2456,38,0
"10550","2020-09-04","davis","iowa",90,3,0
"10551","2020-09-04","decatur","iowa",48,0,0
"10552","2020-09-04","delaware","iowa",249,3,0
"10553","2020-09-04","desmoines","iowa",606,5,0
"10554","2020-09-04","dickinson","iowa",438,6,0
"10555","2020-09-04","dubuque","iowa",2139,36,0
"10556","2020-09-04","emmet","iowa",226,8,0
"10557","2020-09-04","fayette","iowa",153,1,0
"10558","2020-09-04","floyd","iowa",231,3,0
"10559","2020-09-04","franklin","iowa",308,17,0
"10560","2020-09-04","fremont","iowa",62,0,0
"10561","2020-09-04","greene","iowa",62,0,0
"10562","2020-09-04","grundy","iowa",136,1,0
"10563","2020-09-04","guthrie","iowa",177,5,0
"10564","2020-09-04","hamilton","iowa",290,2,0
"10565","2020-09-04","hancock","iowa",161,2,0
"10566","2020-09-04","hardin","iowa",245,1,0
"10567","2020-09-04","harrison","iowa",153,2,0
"10568","2020-09-04","henry","iowa",377,4,0
"10569","2020-09-04","howard","iowa",144,3,0
"10570","2020-09-04","humboldt","iowa",153,2,0
"10571","2020-09-04","ida","iowa",48,0,0
"10572","2020-09-04","iowa","iowa",121,1,0
"10573","2020-09-04","jackson","iowa",231,2,0
"10574","2020-09-04","jasper","iowa",610,30,0
"10575","2020-09-04","jefferson","iowa",121,1,0
"10576","2020-09-04","johnson","iowa",4421,26,0
"10577","2020-09-04","jones","iowa",185,2,0
"10578","2020-09-04","keokuk","iowa",70,1,0
"10579","2020-09-04","kossuth","iowa",124,0,0
"10580","2020-09-04","lee","iowa",474,6,0
"10581","2020-09-04","linn","iowa",3114,94,0
"10582","2020-09-04","louisa","iowa",399,14,0
"10583","2020-09-04","lucas","iowa",99,5,0
"10584","2020-09-04","lyon","iowa",162,2,0
"10585","2020-09-04","madison","iowa",171,2,0
"10586","2020-09-04","mahaska","iowa",248,18,0
"10587","2020-09-04","marion","iowa",561,2,0
"10588","2020-09-04","marshall","iowa",1695,32,0
"10589","2020-09-04","mills","iowa",136,1,0
"10590","2020-09-04","mitchell","iowa",129,0,0
"10591","2020-09-04","monona","iowa",108,1,0
"10592","2020-09-04","monroe","iowa",119,8,0
"10593","2020-09-04","montgomery","iowa",84,5,0
"10594","2020-09-04","muscatine","iowa",990,52,0
"10595","2020-09-04","o'brien","iowa",222,8,0
"10596","2020-09-04","osceola","iowa",99,0,0
"10597","2020-09-04","page","iowa",122,0,0
"10598","2020-09-04","paloalto","iowa",122,0,0
"10599","2020-09-04","plymouth","iowa",827,18,0
"10600","2020-09-04","pocahontas","iowa",137,2,0
"10601","2020-09-04","polk","iowa",13859,240,2
"10602","2020-09-04","pottawattamie","iowa",1700,34,0
"10603","2020-09-04","poweshiek","iowa",196,8,0
"10604","2020-09-04","ringgold","iowa",33,1,0
"10605","2020-09-04","sac","iowa",123,0,0
"10606","2020-09-04","scott","iowa",2334,22,0
"10607","2020-09-04","shelby","iowa",222,1,0
"10608","2020-09-04","sioux","iowa",953,3,0
"10609","2020-09-04","story","iowa",2818,16,0
"10610","2020-09-04","tama","iowa",646,29,0
"10611","2020-09-04","taylor","iowa",114,1,0
"10612","2020-09-04","union","iowa",93,3,0
"10613","2020-09-04","unknown","iowa",2,0,0
"10614","2020-09-04","vanburen","iowa",106,1,0
"10615","2020-09-04","wapello","iowa",1117,54,0
"10616","2020-09-04","warren","iowa",824,5,0
"10617","2020-09-04","washington","iowa",358,11,0
"10618","2020-09-04","wayne","iowa",60,2,0
"10619","2020-09-04","webster","iowa",1067,11,0
"10620","2020-09-04","winnebago","iowa",167,10,0
"10621","2020-09-04","winneshiek","iowa",235,4,0
"10622","2020-09-04","woodbury","iowa",4266,56,0
"10623","2020-09-04","worth","iowa",83,0,0
"10624","2020-09-04","wright","iowa",523,1,0
"10625","2020-09-04","allen","kansas",31,0,0
"10626","2020-09-04","anderson","kansas",44,0,0
"10627","2020-09-04","atchison","kansas",219,1,0
"10628","2020-09-04","barber","kansas",4,0,0
"10629","2020-09-04","barton","kansas",311,5,0
"10630","2020-09-04","bourbon","kansas",105,2,0
"10631","2020-09-04","brown","kansas",80,3,0
"10632","2020-09-04","butler","kansas",520,2,0
"10633","2020-09-04","chase","kansas",76,1,0
"10634","2020-09-04","chautauqua","kansas",9,0,0
"10635","2020-09-04","cherokee","kansas",300,2,0
"10636","2020-09-04","cheyenne","kansas",8,0,0
"10637","2020-09-04","clark","kansas",47,1,0
"10638","2020-09-04","clay","kansas",36,2,0
"10639","2020-09-04","cloud","kansas",61,1,0
"10640","2020-09-04","coffey","kansas",90,8,0
"10641","2020-09-04","comanche","kansas",9,0,0
"10642","2020-09-04","cowley","kansas",270,3,0
"10643","2020-09-04","crawford","kansas",766,1,0
